Source,Venue Name,Street Address 1,Suburb,State,Postcode,Full Address,LGA,Metro / Regional,M/OM/R,Tourism Area,Contact Person First Name,Contact Person Surname,Contact Person Email,Contact Person Phone,General Email,General Phone,Website,Role,Venue Capacity,Venue Size,Venue Subdivision (as per APRA),Live,DJ,Venue Category,MV Determined Performance Type,Licence Type,Trading Hours,Frequency of Music Presentation,Presentation Classification,Booker,Sound Engineer,Cover Charge,Artist Payment,As per NSW definitions,As per UK definitions,Grouping,Group Definition,ABN,GST,TAGS,Lat,Long,GLat,GLong,Geocode Latitude,Geocode Longitude
VLMVA,Brown Hill Hotel,385 Humffray Street North,Brown Hill,VIC,3350.0,385 Humffray Street North Brown Hill VIC 3350 ,Ballarat City Council,Regional,Regional,Goldfields,,,,,ryan@brownhillhotel.com.au,+61 3 5331 3037,https://www.brownhillhotel.com.au/,Venue,150,Small,Hotel,Live,,Under 500,,General Licence,Trading to 12 Midnight,1 or more a week,Regular presenters: Hosting one gig per week,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-37.55250288,143.8991329,-38.1455186,145.1173987,-38.1455186,145.1173987
VLMVA,Browns Corner,502 Sydney Road,Coburg,VIC,3058.0,502 Sydney Road Coburg VIC 3058 ,Merri-Bek City Council,Metro,Metro,Melbourne,,,,,,,,Venue,180,Small,,,,Under 500,,Late-Night (General) Licence,Trading to 3am,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group B,Group B – Venues hosting 1 or more gig per week,,,Venues,-37.74154154,144.9667551,-37.3446067,143.9450937,-37.3446067,143.9450937
VLMVA,Brunswick Ballroom,314-318 Sydney Road,Brunswick,VIC,3056.0,314-318 Sydney Road Brunswick VIC 3056 ,Merri-Bek City Council,Metro,Metro,Melbourne,Will,Ewing,will@brunswickballroom.com.au,,will@brunswickballroom.com.au,0430 882 543,https://brunswickballroom.com.au/,Venue,293,Medium,Bar,Live,,Under 500,,On-Premises Licence,Trading to 1am,3 or more a week,Dedicated presenters: More than 1 a week,"Yes, and it is a paid role","Yes, and it is a paid stand alone role",,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,77 643 353 520,Yes,Venues,-37.77042656,144.9617576,-37.7738222,144.9978243,-37.7738222,144.9978243
VLMVA,Brunswick Bowling Club,104-106 Victoria Street,Brunswick East,VIC,3057.0,104-106 Victoria Street Brunswick East VIC 3057 ,Merri-Bek City Council,Metro,Metro,Melbourne,,,,,,,,Venue,No Data,No Data,,,,Under 500,,Full Club Licence,Full Club Licence,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group A,Group A – Venues hosting 2 or more gigs per week,,,Venues,-37.7686566,144.9759886,-37.7476578,144.8978481,-37.7476578,144.8978481
VLMVA,Bruthen Inn,84 Main Street,Bruthen,VIC,3885.0,84 Main Street Bruthen VIC 3885 ,East Gippsland Shire Council,Regional,Regional,Gippsland,,,,,,,,Venue,400,Medium,,,,Under 500,,General Licence,Trading to 1am,Less than 1 a month,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-37.70881223,147.8348927,-38.1805423,144.3801755,-38.1805423,144.3801755
APRA,Brycees Tavern,30-32 Bryce Ave,Mooroolbark,VIC,3138.0,30-32 Bryce Ave Mooroolbark VIC 3138 ,Yarra Ranges Shire Council,Regional,Outer Metro,Yarra Valley and Dandenong Ranges,,,,,,,,Venue,No Data,No Data,Hotel,Live,,Under 500,,No Data,No Data,No Data,No Data,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-37.7837,145.3184,-36.7168565,142.1980139,-36.7168565,142.1980139
VLMVA,Buck Mulligan's,217 High St,Northcote,VIC,3070.0,217 High St Northcote VIC 3070 ,Darebin City Council,Metro,Metro,Melbourne,,,,,,,,Venue,92,Small,,,,Under 500,,General Licence,Trading to 1am,Less than 1 a month,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-37.77384586,144.9979044,-36.1962446,144.9186809,-36.1962446,144.9186809
VLMVA,Buckley Park Bowls Club,Cnr Market & Cooper Streets,Essendon,VIC,3040.0,Cnr Market & Cooper Streets Essendon VIC 3040 ,Moonee Valley City Council,Metro,Metro,Melbourne,,,,,,,,Venue,No Data,No Data,,,,Under 500,,Full Club Licence,Full Club Licence,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-37.7441899,144.898434,-37.7080979,147.831759,-37.7080979,147.831759
VLMVA,Buckleys Entertainment Centre,54 Fellmongers Road,Breakwater,VIC,3219.0,54 Fellmongers Road Breakwater VIC 3219 ,Greater Geelong City Council,Regional,Regional,Geelong and the Bellarine,,,,,,,,Venue,No Data,No Data,,,,Under 500,,Full Club Licence,Full Club Licence,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-38.18060953,144.3810863,-38.0975997,145.9373923,-38.0975997,145.9373923
VLMVA,Bull & Mouth Hotel Horsham,83 Wilson Street,Horsham,VIC,3400.0,83 Wilson Street Horsham VIC 3400 ,Yarriambiack Shire Council,Regional,Regional,Grampians,,,,,,,,Venue,100,Small,Hotel,Live,,Under 500,,General Licence,Trading to 1am,Less than 1 a month,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-36.71686745,142.1980853,-38.655432,146.20349,-38.655432,146.20349
VLMVA,Bull & Mouth Hotel Maryborough,119 High Street,Maryborough,VIC,3465.0,119 High Street Maryborough VIC 3465 ,Central Goldfields Shire Council,Regional,Regional,Goldfields,,,,,,,,Venue,633,Medium,,,,500+,,General Licence,Trading to 1am,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-37.04674668,143.7375786,-37.5685205,143.8376953,-37.5685205,143.8376953
VLMVA,Bullant Brewing Company,46 Main Street,Bruthen,VIC,3885.0,46 Main Street Bruthen VIC 3885 ,East Gippsland Shire Council,Regional,Regional,Gippsland,,,,,,,,Venue,No Data,No Data,Bar,Live,,Under 500,,Producer's Licence,Producer's Licence,Less than 1 a month,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-37.70813096,147.8316946,-36.0314776,146.1599615,-36.0314776,146.1599615
VLMVA,Buln Buln Sporting Club,Station Street,Buln Buln,VIC,3821.0,Station Street Buln Buln VIC 3821 ,Baw Baw Shire Council,Regional,Regional,Gippsland,,,,,,,,Venue,200,Small,,,,Under 500,,Full Club Licence,Full Club Licence,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-38.097834,145.937126,-38.1562014,144.3665027,-38.1562014,144.3665027
APRA,Bulong Wines,"Bulong Estate Winery,",Yarra Junction,VIC,3797.0,"Bulong Estate Winery, Yarra Junction VIC 3797 ",Yarra Ranges Shire Council,Regional,Outer Metro,Yarra Valley and Dandenong Ranges,,,,,,,,Venue,No Data,No Data,Wineries or Vineyards,Live,,Under 500,,No Data,No Data,No Data,No Data,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-37.7869,145.6247,-37.6940747,145.0523825,-37.6940747,145.0523825
VLMVA,Bunch Of Grapes Hotel Ballarat,401 Pleasant Street South,Ballarat,VIC,3350.0,401 Pleasant Street South Ballarat VIC 3350 ,Ballarat City Council,Regional,Regional,Goldfields,,,,,,,,Venue,122,Small,,,,Under 500,,General Licence,Trading to 1am,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-37.56854481,143.8376745,-37.244359,144.4495722,-37.244359,144.4495722
VLMVA,Bundalong Tavern,7419 Murray Valley Highway,Bundalong,VIC,3730.0,7419 Murray Valley Highway Bundalong VIC 3730 ,Moira Shire Council,Regional,Regional,Murray,Leanne,Brown,bundalongtavern1@gmail.com,+61 425 763 927,bundalongtavern1@gmail.com,+61 3 5726 8586,https://bundalongtavern.com.au,Venue,110,Small,Hotel,Live,,Under 500,,General Licence,Trading to 1am,2 or more a month,Occasional presenters: Hosting fewer than one gig per week but more than one per month,No,"No, required to be supplied by act/performers",,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,85 347 738 493,Yes,Venues,-36.03180065,146.1603501,-37.834316,145.166701,-37.834316,145.166701
VLMVA,Bundoora Bowling Club Inc,9 Cameron Parade,Bundoora,VIC,3083.0,9 Cameron Parade Bundoora VIC 3083 ,Banyule City Council,Metro,Metro,Melbourne,,,,,,,,Venue,390,Medium,,,,Under 500,,Full Club Licence,Full Club Licence,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group C,Group C – Venues hosting 1 or more gig per month,,,Venues,-37.69714152,145.063168,-37.9621726,145.1502517,-37.9621726,145.1502517
VLMVA,Bundoora Taverner,Cnr Plenty & Mclean'S Road,Bundoora,VIC,3083.0,Cnr Plenty & Mclean'S Road Bundoora VIC 3083 ,Whittlesea City Council,Metro,Outer Metro,Melbourne,,,,,,,,Venue,1568,Large,,,,500+,,Late-Night (General) Licence,Trading 24 hours,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-37.695687,145.058701,-37.0473564,144.5937155,-37.0473564,144.5937155
VLMVA,Buninyong Golf Club,613 Learmonth Street,Buninyong,VIC,3357.0,613 Learmonth Street Buninyong VIC 3357 ,Ballarat City Council,Regional,Regional,Goldfields,,,,,,,,Venue,No Data,No Data,,,,Under 500,,Full Club Licence,Full Club Licence,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-37.648971,143.8763242,-36.0125258,146.0048383,-36.0125258,146.0048383
VLMVA,Bunny Bar,Ground & First Floor 109 Fitzroy Street St Kilda,St Kilda,VIC,3182.0,Ground & First Floor 109 Fitzroy Street St Kilda St Kilda VIC 3182 ,Port Phillip City Council,Metro,Metro,Melbourne,,,,,info@bunnybar.com.au,+61 449 516 007,https://bunnybar.com.au/bookings,Venue,240,Small,,,,Under 500,,Late-Night (On-Premises) Licence,Trading 24 hours,Less than 1 a month,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-37.860029,144.97709,-38.6480371,143.8810747,-38.6480371,143.8810747
VLMVA,Burden Park Bowling Club,Cnr Springvale & Heatherton Roads,Springvale,VIC,3171.0,Cnr Springvale & Heatherton Roads Springvale VIC 3171 ,Greater Dandenong City Council,Metro,Outer Metro,Melbourne,,,,,,,,Venue,No Data,No Data,,,,Under 500,,Full Club Licence,Full Club Licence,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-37.964183,145.150367,-37.8103632,144.993259,-37.8103632,144.993259
VLMVA,Burke and Wills Winery,89 Coombes Lane,Mia Mia,VIC,3444.0,89 Coombes Lane Mia Mia VIC 3444 ,Mitchell Shire Council,Regional,Regional,Murray,,,,,,,,Venue,No Data,No Data,Dedicated Live Music Venues,Live,,Under 500,,Producer's Licence,Producer's Licence,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-37.001653,144.570417,-37.4229733,145.7093487,-37.4229733,145.7093487
VLMVA,Burkes Hotel Motel,96 Belmore Street,Yarrawonga,VIC,3730.0,96 Belmore Street Yarrawonga VIC 3730 ,Moira Shire Council,Regional,Regional,Murray,,,,,burkes@hotelmotel.net.au,+61 3 5744 3033,https://www.burkeshotelmotel.com.au,Venue,510,Medium,,,,500+,,General Licence,Trading to 1am,Less than 1 a month,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-36.01249185,146.0048104,-37.8102361,144.9627652,-37.8102361,144.9627652
VLMVA,Burvale Hotel,Cnr Burwood & Springvale Roads,Nunawading,VIC,3131.0,Cnr Burwood & Springvale Roads Nunawading VIC 3131 ,Whitehorse City Council,Metro,Metro,Melbourne,,,,,,,,Venue,1850,Large,Hotel,Live,,500+,,Late-Night (General) Licence,Trading 24 hours,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-37.853529,145.170806,-37.8141897,144.9662123,-37.8141897,144.9662123
VLMVA,Butler Lane,2-6 Shelley Street,Richmond,VIC,3121.0,2-6 Shelley Street Richmond VIC 3121 ,Yarra City Council,Metro,Metro,Melbourne,,,,,,,,Venue,300,Medium,,,,Under 500,,On-Premises Licence,Trading to 1am,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-37.81036056,144.9932347,-35.9249515,145.4988893,-35.9249515,145.4988893
VLMVA,"Buxton Hotel, Buxton",2190 Maroondah Highway,Buxton,VIC,3711.0,2190 Maroondah Highway Buxton VIC 3711 ,Murrindindi Shire Council,Regional,Regional,Yarra Valley and Dandenong Ranges,,,,,buxtonhotel@virtual.net.au,03 5774 7381,https://www.buxtonhotel.com.au/,Venue,400,Medium,,,,Under 500,,General Licence,Trading to 1am,3 or more a week,Dedicated presenters: More than 1 a week,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-37.42300493,145.7091988,-37.7612775,145.0003637,-37.7612775,145.0003637
VLMVA,Byrdi,Tenancy Gd075 Melbourne Central Shopping Centre 360 Elizabeth Street,Melbourne,VIC,3000.0,Tenancy Gd075 Melbourne Central Shopping Centre 360 Elizabeth Street Melbourne VIC 3000 ,Melbourne City Council,Metro,Metro,Melbourne,,,,,enquiries@byrdi.com.au,,https://www.byrdi.com.au/,Venue,149,Small,,,,Under 500,,On-Premises Licence,Trading to 1am,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group A,Group A – Venues hosting 2 or more gigs per week,,,Venues,-37.81095205,144.9619305,-37.9769402,145.1723893,-37.9769402,145.1723893
VLMVA,Cabinet Bar,11 Rainbow Alley,Melbourne,VIC,3000.0,11 Rainbow Alley Melbourne VIC 3000 ,Melbourne City Council,Metro,Metro,Melbourne,,,,,Forbeskeaton@gmail.com,03 9654 0915,https://cabinetbar.com.au/,Venue,90,Small,,,,Under 500,,Late-Night (On-Premises) Licence,Trading to 3am,Less than 1 a month,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-37.81418968,144.9662123,-37.5618148,143.8543168,-37.5618148,143.8543168
APRA,Cactus Country,4986 Murray Valley Hwy,Strathmerton,VIC,3641.0,4986 Murray Valley Hwy Strathmerton VIC 3641 ,Moira Shire Council,Regional,Regional,Murray,,,,,,,,Venue,No Data,No Data,Restaurant or Cafe,Live,,Under 500,,Producer's Licence,Producer's Licence,No Data,No Data,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-35.9249647,145.4988833,-37.7644782,144.9546047,-37.7644782,144.9546047
VLMVA,Cactus Room,614 High Street,Thornbury,VIC,3071.0,614 High Street Thornbury VIC 3071 ,Darebin City Council,Metro,Metro,Melbourne,David,Houston,cactusroommelbourne@gmail.com,+61 466 654 517,cactusroommelbourne@gmail.com,0466 654 517,https://www.cactusroom.com.au/,Venue,130,Small,Bar,Live,,Under 500,,On-Premises Licence,Trading to 1am,2 or more a month,Occasional presenters: Hosting fewer than one gig per week but more than one per month,"Yes, and it is a paid role","Yes, and it is a paid stand alone role",,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,30 622 416 871,Yes,Venues,-37.76127448,145.0003633,-37.783169,145.268333,-37.783169,145.268333
APRA,Cafe Axxess,45 Gilby Rd,Mount Waverley,VIC,3149.0,45 Gilby Rd Mount Waverley VIC 3149 ,Monash City Council,Metro,Metro,Melbourne,,,,,,,,Venue,100,Small,Restaurant or Cafe,Live,,Under 500,,Restaurant and Cafe Licence,Ordinary trading hours,No Data,No Data,,,,,,,Group C,Group C – Venues hosting 1 or more gig per month,,,Venues,-37.89788201,145.1297452,-36.2499376,143.9612369,-36.2499376,143.9612369
VLMVA,Cafe Gummo,711 High St,Thornbury,VIC,3071.0,711 High St Thornbury VIC 3071 ,Darebin City Council,Metro,Metro,Melbourne,,,,,,,,Venue,100,Small,Bar,Live,,Under 500,,Late-Night (On-Premises) Licence,Trading to 3am,Less than 1 a month,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-37.75925,145.000273,-38.1971258,146.5370476,-38.1971258,146.5370476
VLMVA,Cafe Henkel & Victoria Functions,1/102 Henkel Street,Brunswick,VIC,3056.0,1/102 Henkel Street Brunswick VIC 3056 ,Merri-Bek City Council,Metro,Metro,Melbourne,,,,,,,,Venue,140,Small,,,,Under 500,,On-Premises Licence,Ordinary Trading Hours,Hosts functions,Function presenters: Hosting gigs with indeterminate regularity,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-37.76501217,144.9545015,-37.9481004,145.059588,-37.9481004,145.059588
APRA,Caldermeade Farm,4385 South Gippsland Hwy,Caldermeade,VIC,3984.0,4385 South Gippsland Hwy Caldermeade VIC 3984 ,Cardinia Shire Council,Regional,Outer Metro,Yarra Valley and Dandenong Ranges,,,,,,,,Venue,No Data,No Data,Restaurant or Cafe,Live,,Under 500,,No Data,No Data,No Data,No Data,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-38.2646,145.5955,-36.6173681,145.2184944,-36.6173681,145.2184944
APRA,Caledonian Hotel,153-155 Graham St,Wonthaggi,VIC,3995.0,153-155 Graham St Wonthaggi VIC 3995 ,Bass Coast Shire Council,Regional,Regional,Phillip Island,,,,,,,,Venue,220,Small,Hotel,Live,DJ,Under 500,,General Licence,Trading to 1am,No Data,No Data,,,,,,,Group D,Group D – Venues hosting less than 1 gig per month and/or venues with no data around gig frequency,,,Venues,-38.3833692,142.2338525,-36.7457404,144.2892065,-36.7457404,144.2892065
